country,year,FP.CPI.TOTL.ZG
Australia,2020,0.846905537459293
Australia,2019,1.61076787290379
Australia,2018,1.91140094445692
Australia,2017,1.94864740944522
Australia,2016,1.27699094497328
Australia,2015,1.50836672165921
Australia,2014,2.48792270531403
Australia,2013,2.44988864142539
Australia,2012,1.76278015613193
Australia,2011,3.30385015608744
Australia,2010,2.91834002677376
Australia,2009,1.77111716621252
Australia,2008,4.35029854990047
Australia,2007,2.32761128891476
Australia,2006,3.55528773727028
Australia,2005,2.69183168316831
Australia,2004,2.34325522482587
Australia,2003,2.73259596616783
Australia,2002,2.98157453936349
Australia,2001,4.4071353620147
Australia,2000,4.45743514797225
Austria,2020,1.38191063351859
Austria,2019,1.53089564152645
Austria,2018,1.99837981429546
Austria,2017,2.08126911385587
Austria,2016,0.891591752655335
Austria,2015,0.896563335260302
Austria,2014,1.60581182954471
Austria,2013,2.00015616900603
Austria,2012,2.48567562177017
Austria,2011,3.28657914875376
Austria,2010,1.81353438995065
Austria,2009,0.506308827696486
Austria,2008,3.21595033239883
Austria,2007,2.16855528800755
Austria,2006,1.44154851119019
Austria,2005,2.29913785639285
Austria,2004,2.06120618032866
Austria,2003,1.35555370896445
Austria,2002,1.81035787764132
Austria,2001,2.65000077279529
Austria,2000,2.34486285357277
Belgium,2020,0.740791812220385
Belgium,2019,1.43681956996435
Belgium,2018,2.05316499865181
Belgium,2017,2.12597086002609
Belgium,2016,1.97385264653172
Belgium,2015,0.561429152790106
Belgium,2014,0.340002833356965
Belgium,2013,1.11309594027537
Belgium,2012,2.83966343445897
Belgium,2011,3.53208210722744
Belgium,2010,2.18929920422458
Belgium,2009,-0.0531456741253762
Belgium,2008,4.48944420508401
Belgium,2007,1.8230563002681
Belgium,2006,1.79120770070454
Belgium,2005,2.78143263670025
Belgium,2004,2.09728311239314
Belgium,2003,1.58896399970379
Belgium,2002,1.64521436175359
Belgium,2001,2.46925823086078
Belgium,2000,2.54451776190906
Canada,2020,0.716999632307852
Canada,2019,1.94926902411596
Canada,2018,2.268225672481
Canada,2017,1.5968841285297
Canada,2016,1.4287595470108
Canada,2015,1.12524136094279
Canada,2014,1.90663590717873
Canada,2013,0.93829189781521
Canada,2012,1.51567823124521
Canada,2011,2.91213508872355
Canada,2010,1.77687154092629
Canada,2009,0.299466803009284
Canada,2008,2.37027067444294
Canada,2007,2.13838399266843
Canada,2006,2.00202539534156
Canada,2005,2.21355203439764
Canada,2004,1.85725871857261
Canada,2003,2.75856321360112
Canada,2002,2.25839440940856
Canada,2001,2.52512013979907
Canada,2000,2.71943995691972
Switzerland,2020,-0.725874933313391
Switzerland,2019,0.362886179940635
Switzerland,2018,0.936335464113605
Switzerland,2017,0.533787839825886
Switzerland,2016,-0.434618664285843
Switzerland,2015,-1.14390867228178
Switzerland,2014,-0.0132025387515987
Switzerland,2013,-0.217323155115639
Switzerland,2012,-0.692552018105236
Switzerland,2011,0.231349207650894
Switzerland,2010,0.688238707220017
Switzerland,2009,-0.480481936423328
Switzerland,2008,2.42604117060162
Switzerland,2007,0.732350603122241
Switzerland,2006,1.05950928324804
Switzerland,2005,1.17195420333701
Switzerland,2004,0.802908730955216
Switzerland,2003,0.638272930887213
Switzerland,2002,0.64271150654328
Switzerland,2001,0.989020329832555
Switzerland,2000,1.55852919679006
Czechia,2020,3.16129528497808
Czechia,2019,2.84787595918047
Czechia,2018,2.14949494949492
Czechia,2017,2.45053398460138
Czechia,2016,0.683504209385683
Czechia,2015,0.309364548494974
Czechia,2014,0.343988589646784
Czechia,2013,1.43829787234043
Czechia,2012,3.28762306610408
Czechia,2011,1.91721913635547
Czechia,2010,1.47272727272729
Czechia,2009,1.0193773532923
Czechia,2008,6.35866380152374
Czechia,2007,2.85312437211172
Czechia,2006,2.53399258343632
Czechia,2005,1.85709789109223
Czechia,2004,2.76010781671159
Czechia,2003,0.118739205526785
Czechia,2002,1.90298097019031
Czechia,2001,4.66267556988255
Czechia,2000,3.77538829151733
Germany,2020,0.506689889953274
Germany,2019,1.4456670146976
Germany,2018,1.73216766075662
Germany,2017,1.50949655801608
Germany,2016,0.49174862477081
Germany,2015,0.51442053951781
Germany,2014,0.906797948515676
Germany,2013,1.5047209800535
Germany,2012,2.0084909216701
Germany,2011,2.07517452479837
Germany,2010,1.10380916115812
Germany,2009,0.31273762987172
Germany,2008,2.62838174873985
Germany,2007,2.29834179696226
Germany,2006,1.57742825864226
Germany,2005,1.54690965159041
Germany,2004,1.66573340932676
Germany,2003,1.03422776551069
Germany,2002,1.42080560518857
Germany,2001,1.98385693617829
Germany,2000,1.44026818676794
Denmark,2020,0.420711974110026
Denmark,2019,0.758131572511619
Denmark,2018,0.813609467455633
Denmark,2017,1.14713216957606
Denmark,2016,0.249999999999997
Denmark,2015,0.452034153691623
Denmark,2014,0.564020540449518
Denmark,2013,0.789071780078061
Denmark,2012,2.39791485664639
Denmark,2011,2.75868226051246
Denmark,2010,2.31092436974789
Denmark,2009,1.30470991024336
Denmark,2008,3.41626794258375
Denmark,2007,1.69326586220319
Denmark,2006,1.92422138464588
Denmark,2005,1.81781458291257
Denmark,2004,1.15435693124937
Denmark,2003,2.07507820646504
Denmark,2002,2.42443661219694
Denmark,2001,2.33787000255261
Denmark,2000,2.90328203236457
Spain,2020,-0.322753017299705
Spain,2019,0.699518994458693
Spain,2018,1.67498136863794
Spain,2017,1.95607633363964
Spain,2016,-0.202598000426425
Spain,2015,-0.500365709903282
Spain,2014,-0.151114837527181
Spain,2013,1.40858109183012
Spain,2012,2.44612782366812
Spain,2011,3.19610188833788
Spain,2010,1.79986457728766
Spain,2009,-0.287813083535237
Spain,2008,4.07534335957341
Spain,2007,2.78679745804947
Spain,2006,3.51557576832125
Spain,2005,3.36881409750382
Spain,2004,3.03924881090927
Spain,2003,3.03888839396654
Spain,2002,3.0656568590222
Spain,2001,3.58983413338114
Spain,2000,3.43351563418762
Estonia,2020,-0.444531097679859
Estonia,2019,2.27725931243518
Estonia,2018,3.43632688420445
Estonia,2017,3.41723549488057
Estonia,2016,0.148684907627356
Estonia,2015,-0.492326006547338
Estonia,2014,-0.106175146521716
Estonia,2013,2.78056658954996
Estonia,2012,3.93339987296979
Estonia,2011,4.9819013145361
Estonia,2010,2.97204512015696
Estonia,2009,-0.0784083112810205
Estonia,2008,10.3623580313683
Estonia,2007,6.60132603055634
Estonia,2006,4.43762042389211
Estonia,2005,4.07971423199846
Estonia,2004,3.04811107523412
Estonia,2003,1.33499116549964
Estonia,2002,3.57191270164023
Estonia,2001,5.74827981651377
Estonia,2000,4.0184895250876
Finland,2020,0.290554555653313
Finland,2019,1.02409392963429
Finland,2018,1.08382098409299
Finland,2017,0.754015047084413
Finland,2016,0.356684500891696
Finland,2015,-0.207928839905218
Finland,2014,1.04119621178439
Finland,2013,1.47828615688804
Finland,2012,2.80833622561575
Finland,2011,3.41680754255211
Finland,2010,1.1841352315465
Finland,2009,-9.17360403259616e-07
Finland,2008,4.06595355358378
Finland,2007,2.51066565240339
Finland,2006,1.56666380704384
Finland,2005,0.623874450025199
Finland,2004,0.187120559084453
Finland,2003,0.877440386254743
Finland,2002,1.57122012789382
Finland,2001,2.57844080098894
Finland,2000,3.04210080667796
France,2020,0.476498852725083
France,2019,1.10825492288292
France,2018,1.85081508315494
France,2017,1.03228275064674
France,2016,0.183334861123848
France,2015,0.0375143805125363
France,2014,0.507758822937957
France,2013,0.863715497861826
France,2012,1.95419531613507
France,2011,2.11159795174997
France,2010,1.53112270420924
France,2009,0.0876204781574529
France,2008,2.81286194914787
France,2007,1.48799805953858
France,2006,1.67512449608728
France,2005,1.74586936380481
France,2004,2.14208964640242
France,2003,2.09847219146922
France,2002,1.9234122872706
France,2001,1.63478079549599
France,2000,1.6759598872093
United Kingdom,2020,0.98948670377243
United Kingdom,2019,1.73810460086511
United Kingdom,2018,2.29283990345939
United Kingdom,2017,2.55775577557754
United Kingdom,2016,1.00841736811403
United Kingdom,2015,0.368046842325369
United Kingdom,2014,1.45112016293279
United Kingdom,2013,2.29166666666666
United Kingdom,2012,2.57323479654528
United Kingdom,2011,3.85611244682819
United Kingdom,2010,2.49265472467065
United Kingdom,2009,1.96173173560107
United Kingdom,2008,3.52140856342537
United Kingdom,2007,2.38656150773328
United Kingdom,2006,2.45566166439288
United Kingdom,2005,2.08913649025072
United Kingdom,2004,1.39039756680426
United Kingdom,2003,1.3765003854201
United Kingdom,2002,1.52040245947458
United Kingdom,2001,1.53234960272418
United Kingdom,2000,1.18295624210404
Greece,2020,-1.24798355581408
Greece,2019,0.25300752203812
Greece,2018,0.625621413453588
Greece,2017,1.12125452031427
Greece,2016,-0.825653978391008
Greece,2015,-1.73588804765278
Greece,2014,-1.31226096405516
Greece,2013,-0.921269454256898
Greece,2012,1.50152696177748
Greece,2011,3.3298532335065
Greece,2010,4.71298907760393
Greece,2009,1.2100726919781
Greece,2008,4.15279708110295
Greece,2007,2.89500321516574
Greece,2006,3.19594684144545
Greece,2005,3.54507273335083
Greece,2004,2.89884810758168
Greece,2003,3.53065027765554
Greece,2002,3.62935871878871
Greece,2001,3.37396832213867
Greece,2000,3.15118162493827
Hungary,2020,3.3267438576673
Hungary,2019,3.3385863538201
Hungary,2018,2.85024792594642
Hungary,2017,2.34824281150159
Hungary,2016,0.394769306686402
Hungary,2015,-0.0616446800641176
Hungary,2014,-0.227566270988384
Hungary,2013,1.73319984983107
Hungary,2012,5.65214517088651
Hungary,2011,3.92992098935075
Hungary,2010,4.85555795691951
Hungary,2009,4.21171171171172
Hungary,2008,6.0425125388106
Hungary,2007,7.95874516544909
Hungary,2006,3.93032603841
Hungary,2005,3.56151711378355
Hungary,2004,6.74434679569463
Hungary,2003,4.66101694915256
Hungary,2002,5.26544821583986
Hungary,2001,9.11680911680913
Hungary,2000,9.80361016908127
Ireland,2020,-0.334584625428444
Ireland,2019,0.939044481054341
Ireland,2018,0.488370168032449
Ireland,2017,0.340531561461793
Ireland,2016,0.00830633773569926
Ireland,2015,-0.289879079012739
Ireland,2014,0.182542316627949
Ireland,2013,0.508714869485436
Ireland,2012,1.69620897294545
Ireland,2011,2.5571888318692
Ireland,2010,-0.922095829024469
Ireland,2009,-4.47810339150477
Ireland,2008,4.06030495117353
Ireland,2007,4.89711564381346
Ireland,2006,3.93163989540532
Ireland,2005,2.42969198392961
Ireland,2004,2.19962850718543
Ireland,2003,3.49048968029138
Ireland,2002,4.614733276884
Ireland,2001,4.87290487290487
Ireland,2000,5.59071729957807
Iceland,2020,2.84792401518658
Iceland,2019,3.01397179156056
Iceland,2018,2.68291768267388
Iceland,2017,1.76041559180606
Iceland,2016,1.6969276199774
Iceland,2015,1.63305558181333
Iceland,2014,2.04461481539337
Iceland,2013,3.8722792374824
Iceland,2012,5.18589988750705
Iceland,2011,4.00102664343116
Iceland,2010,5.39673113167484
Iceland,2009,12.0031298461743
Iceland,2008,12.6943942775878
Iceland,2007,5.05155736492145
Iceland,2006,6.68707906136661
Iceland,2005,3.98704782806592
Iceland,2004,3.15819324298464
Iceland,2003,2.0556632975374
Iceland,2002,5.1970223021663
Iceland,2001,6.40508550386865
Iceland,2000,5.13647123245151
Israel,2020,-0.588430300016595
Israel,2019,0.844128708733833
Israel,2018,0.817323896191417
Israel,2017,0.244953121040659
Israel,2016,-0.546034946236581
Israel,2015,-0.634390651085145
Israel,2014,0.486495554437183
Israel,2013,1.57621197921105
Israel,2012,1.68948189221972
Israel,2011,3.47857270934193
Israel,2010,2.71664057463854
Israel,2009,3.34031214312906
Israel,2008,4.55721393034826
Israel,2007,0.459816073570569
Israel,2006,2.06080391756786
Israel,2005,1.31266149870799
Israel,2004,-0.411734431291799
Israel,2003,0.725764644893717
Israel,2002,5.75657894736842
Israel,2001,1.15350488021294
Israel,2000,1.05357543151761
Italy,2020,-0.13770757391657
Italy,2019,0.611246943765291
Italy,2018,1.13748763600395
Italy,2017,1.22653316645808
Italy,2016,-0.0940166569157271
Italy,2015,0.0387903996579552
Italy,2014,0.241047429826773
Italy,2013,1.21999342274305
Italy,2012,3.04136333226773
Italy,2011,2.78063272879324
Italy,2010,1.52551602118248
Italy,2009,0.774768131387384
Italy,2008,3.34783258401023
Italy,2007,1.829741122024
Italy,2006,2.09084391012755
Italy,2005,1.98529298527983
Italy,2004,2.20673661423654
Italy,2003,2.67255552772852
Italy,2002,2.46532319171164
Italy,2001,2.78516542713555
Italy,2000,2.53768532095005
Japan,2020,-0.0249958340276592
Japan,2019,0.468776159383912
Japan,2018,0.989094598021806
Japan,2017,0.484199796126387
Japan,2016,-0.127258844489691
Japan,2015,0.795279630579775
Japan,2014,2.75922671353253
Japan,2013,0.335037912184809
Japan,2012,-0.0440645104433029
Japan,2011,-0.272455616101254
Japan,2010,-0.728243207517742
Japan,2009,-1.3528367295172
Japan,2008,1.38007886164923
Japan,2007,0.0600394544986581
Japan,2006,0.249355116079115
Japan,2005,-0.282946068764459
Japan,2004,-0.00857338820302009
Japan,2003,-0.256541816316057
Japan,2002,-0.923494026942322
Japan,2001,-0.740055504162799
Japan,2000,-0.676578683595068
"Korea, Rep.",2020,0.537288023411772
"Korea, Rep.",2019,0.383000303608079
"Korea, Rep.",2018,1.47583935002643
"Korea, Rep.",2017,1.94433230786365
"Korea, Rep.",2016,0.97168573991219
"Korea, Rep.",2015,0.706331772455739
"Korea, Rep.",2014,1.27477446401322
"Korea, Rep.",2013,1.30134754547411
"Korea, Rep.",2012,2.18707104433313
"Korea, Rep.",2011,4.02596500436097
"Korea, Rep.",2010,2.93928652655687
"Korea, Rep.",2009,2.75649654493925
"Korea, Rep.",2008,4.6738965553341
"Korea, Rep.",2007,2.53457382137933
"Korea, Rep.",2006,2.24234028518923
"Korea, Rep.",2005,2.75379162735036
"Korea, Rep.",2004,3.59066298882577
"Korea, Rep.",2003,3.51487451459936
"Korea, Rep.",2002,2.76226210296605
"Korea, Rep.",2001,4.06657587897791
"Korea, Rep.",2000,2.25916580080153
Lithuania,2020,1.19989444983569
Lithuania,2019,2.33450937988024
Lithuania,2018,2.69792779208397
Lithuania,2017,3.72288862303693
Lithuania,2016,0.905525075460439
Lithuania,2015,-0.884097405500613
Lithuania,2014,0.103758009433715
Lithuania,2013,1.04747937065349
Lithuania,2012,3.08998277055416
Lithuania,2011,4.13027562645087
Lithuania,2010,1.31921362055463
Lithuania,2009,4.4530445651853
Lithuania,2008,10.9258856241655
Lithuania,2007,5.73717382799847
Lithuania,2006,3.73912004060656
Lithuania,2005,2.65848484065266
Lithuania,2004,1.16410252104669
Lithuania,2003,-1.13430854990244
Lithuania,2002,0.281506610345511
Lithuania,2001,1.36712030817826
Lithuania,2000,0.981615478857527
Luxembourg,2020,0.819957302126994
Luxembourg,2019,1.74332075653843
Luxembourg,2018,1.52819524307373
Luxembourg,2017,1.73079959118897
Luxembourg,2016,0.290833333333306
Luxembourg,2015,0.4747431614378
Luxembourg,2014,0.628543985440705
Luxembourg,2013,1.73403963519166
Luxembourg,2012,2.66284165508017
Luxembourg,2011,3.4106834106834
Luxembourg,2010,2.27367911621542
Luxembourg,2009,0.368041997888919
Luxembourg,2008,3.40187963025566
Luxembourg,2007,2.31245861786128
Luxembourg,2006,2.66631494577072
Luxembourg,2005,2.48769665164086
Luxembourg,2004,2.22567916428892
Luxembourg,2003,2.04984030563515
Luxembourg,2002,2.07408613571644
Luxembourg,2001,2.66382110579103
Luxembourg,2000,3.15076707022592
Latvia,2020,0.219064904842049
Latvia,2019,2.81140920075622
Latvia,2018,2.53445424186602
Latvia,2017,2.93036312374664
Latvia,2016,0.140633334505292
Latvia,2015,0.174242243625214
Latvia,2014,0.620490636732377
Latvia,2013,-0.0294547782578977
Latvia,2012,2.25778924374594
Latvia,2011,4.37073559939221
Latvia,2010,-1.08463595015159
Latvia,2009,3.53410672858941
Latvia,2008,15.4023191064986
Latvia,2007,10.0929775849168
Latvia,2006,6.53619908765875
Latvia,2005,6.74845027893117
Latvia,2004,6.19238547197433
Latvia,2003,2.94264752948481
Latvia,2002,1.93887573855892
Latvia,2001,2.48704003555455
Latvia,2000,2.65425477796052
Netherlands,2020,1.2724603778917
Netherlands,2019,2.63369910249593
Netherlands,2018,1.70349794744475
Netherlands,2017,1.3814587140721
Netherlands,2016,0.316666666666663
Netherlands,2015,0.600248147278775
Netherlands,2014,0.976035079699661
Netherlands,2013,2.50689852657884
Netherlands,2012,2.45554765291609
Netherlands,2011,2.3410701775137
Netherlands,2010,1.27530569556686
Netherlands,2009,1.18977687021549
Netherlands,2008,2.48650198289454
Netherlands,2007,1.61385859802103
Netherlands,2006,1.10150106517704
Netherlands,2005,1.68813017869622
Netherlands,2004,1.26364739183177
Netherlands,2003,2.09199838997658
Netherlands,2002,3.28753104712768
Netherlands,2001,4.15584127195611
Netherlands,2000,2.36052233801956
Norway,2020,1.28658490707998
Norway,2019,2.16773003305405
Norway,2018,2.76483134528794
Norway,2017,1.87510059552548
Norway,2016,3.55000000000002
Norway,2015,2.17113665389528
Norway,2014,2.0417028670721
Norway,2013,2.12048620353119
Norway,2012,0.696864111498241
Norway,2011,1.28495158809159
Norway,2010,2.41890639481001
Norway,2009,2.19738586853571
Norway,2008,3.75393081761006
Norway,2007,0.712589073634205
Norway,2006,2.32934980757545
Norway,2005,1.53213367609252
Norway,2004,0.454498502220854
Norway,2003,2.48782553461785
Norway,2002,1.28672528415185
Norway,2001,3.00419703998231
Norway,2000,3.08550609131277
Poland,2020,3.3744697261859
Poland,2019,2.227478809383
Poland,2018,1.81295156542681
Poland,2017,2.07593553673862
Poland,2016,-0.664767331434023
Poland,2015,-0.874125874125849
Poland,2014,0.0538213132400467
Poland,2013,0.99198260633235
Poland,2012,3.56037151702788
Poland,2011,4.23940149625935
Poland,2010,2.58069370250546
Poland,2009,3.79539242483406
Poland,2008,4.1649719352477
Poland,2007,2.45874312385397
Poland,2006,1.28469394366409
Poland,2005,2.18379872390258
Poland,2004,3.38264681884694
Poland,2003,0.682701375787657
Poland,2002,1.90528215048054
Poland,2001,5.40833545566151
Poland,2000,9.90017538843062
Portugal,2020,-0.0124383299576167
Portugal,2019,0.338178410046125
Portugal,2018,0.99371568346825
Portugal,2017,1.36861411643481
Portugal,2016,0.607397074641661
Portugal,2015,0.487938623904736
Portugal,2014,-0.278153367467421
Portugal,2013,0.27441666666668
Portugal,2012,2.77333854051579
Portugal,2011,3.65301100430729
Portugal,2010,1.40257289895371
Portugal,2009,-0.83553002150417
Portugal,2008,2.58850657657964
Portugal,2007,2.45396528138739
Portugal,2006,3.10766545871054
Portugal,2005,2.27716394887833
Portugal,2004,2.365362040973
Portugal,2003,3.21899090682897
Portugal,2002,3.60034658290911
Portugal,2001,4.36990330551795
Portugal,2000,2.85303039287156
Slovak Republic,2020,1.9369412669422
Slovak Republic,2019,2.66456133425443
Slovak Republic,2018,2.51403712883808
Slovak Republic,2017,1.31194588223234
Slovak Republic,2016,-0.520010196278324
Slovak Republic,2015,-0.325219777427739
Slovak Republic,2014,-0.0761653295419824
Slovak Republic,2013,1.40047368963031
Slovak Republic,2012,3.60610263522886
Slovak Republic,2011,3.91928599146294
Slovak Republic,2010,0.957018132975136
Slovak Republic,2009,1.61510464058236
Slovak Republic,2008,4.59817976325028
Slovak Republic,2007,2.75672371638138
Slovak Republic,2006,4.48333120449611
Slovak Republic,2005,2.70908494588391
Slovak Republic,2004,7.54850088183419
Slovak Republic,2003,8.55414305406651
Slovak Republic,2002,3.12714222984604
Slovak Republic,2001,7.32962019115532
Slovak Republic,2000,12.0357805974299
Slovenia,2020,-0.0548568157606067
Slovenia,2019,1.63052260754338
Slovenia,2018,1.73860861988181
Slovenia,2017,1.42910743319297
Slovenia,2016,-0.0549995416704911
Slovenia,2015,-0.525552285820838
Slovenia,2014,0.199343826570849
Slovenia,2013,1.76920085881896
Slovenia,2012,2.5974138603901
Slovenia,2011,1.80285171941907
Slovenia,2010,1.80117022137136
Slovenia,2009,0.83926224679384
Slovenia,2008,5.64742380573934
Slovenia,2007,3.65749563284104
Slovenia,2006,2.45792444195864
Slovenia,2005,2.45150132316474
Slovenia,2004,3.59297594249513
Slovenia,2003,5.54416421752898
Slovenia,2002,7.48077770703756
Slovenia,2001,8.37966587492205
Slovenia,2000,8.91174418658764
Sweden,2020,0.497367318853562
Sweden,2019,1.78415097403832
Sweden,2018,1.95353530127029
Sweden,2017,1.79449904665596
Sweden,2016,0.984269244577978
Sweden,2015,-0.0467847449832651
Sweden,2014,-0.17963849411465
Sweden,2013,-0.0442929701486557
Sweden,2012,0.8883775069237
Sweden,2011,2.96115073822139
Sweden,2010,1.15798802715629
Sweden,2009,-0.494460544378046
Sweden,2008,3.43704910602875
Sweden,2007,2.21216883436735
Sweden,2006,1.36021468627688
Sweden,2005,0.453170852576176
Sweden,2004,0.373659828721796
Sweden,2003,1.92565534892387
Sweden,2002,2.15848213589263
Sweden,2001,2.40595834145435
Sweden,2000,0.899143734041743
Turkiye,2020,12.2789574462574
Turkiye,2019,15.1768215720023
Turkiye,2018,16.3324638988929
Turkiye,2017,11.1443110840764
Turkiye,2016,7.77513415328334
Turkiye,2015,7.6708536484588
Turkiye,2014,8.85457271364318
Turkiye,2013,7.49309030547697
Turkiye,2012,8.89156996512164
Turkiye,2011,6.47187967115097
Turkiye,2010,8.56644420552977
Turkiye,2009,6.25097663090625
Turkiye,2008,10.4441283764885
Turkiye,2007,8.75618090972635
Turkiye,2006,9.59724212288445
Turkiye,2005,8.17916036802001
Turkiye,2004,8.59826168115267
Turkiye,2003,21.6024384490573
Turkiye,2002,44.9641209479849
Turkiye,2001,54.4001887619075
Turkiye,2000,54.9153705812683
United States,2020,1.23358439630637
United States,2019,1.81221007526015
United States,2018,2.44258329692818
United States,2017,2.13011000365963
United States,2016,1.26158320570537
United States,2015,0.118627135552435
United States,2014,1.62222297740821
United States,2013,1.46483265562714
United States,2012,2.06933726526059
United States,2011,3.15684156862206
United States,2010,1.64004344238989
United States,2009,-0.35554626629975
United States,2008,3.83910029665101
United States,2007,2.85267248150136
United States,2006,3.22594410070407
United States,2005,3.39274684549547
United States,2004,2.67723669309173
United States,2003,2.27009497336113
United States,2002,1.58603162650603
United States,2001,2.82617111885402
United States,2000,3.37685727149935
